Price,Area,Floor,Bedroom,Restroom,Roadfrontage,Legal,Lat,Long
3.4,35.0,5.0,4.0,3.0,0,1,20.9897891,105.7990448
46.0,37.0,7.0,9.0,6.0,0,1,20.8319978,105.87006434087073
9.6,52.0,6.0,3.0,3.0,1,1,21.0257066,105.8921527
5.35,45.0,,,,1,1,21.0151072,105.7814958
24.0,51.0,,6.0,6.0,1,1,21.0684153,105.82394208853755
11.3,72.0,,3.0,,1,1,21.0257066,105.8921527
3.4,51.0,,,4.0,1,1,21.01903045,105.71152173592778
3.2,34.0,6.0,3.0,,0,1,20.9936873,105.8143014
5.46,56.0,6.0,5.0,4.0,0,1,21.01903045,105.71152173592778
9.0,80.0,7.0,10.0,10.0,1,1,21.03713945,105.83587847363593
5.25,40.0,,4.0,4.0,1,1,21.02916475,105.80343767219591
3.4,36.0,,,,0,0,21.01903045,105.71152173592778
3.0,42.0,6.0,4.0,4.0,0,1,21.0684153,105.82394208853755
5.3,36.0,6.0,4.0,4.0,0,1,21.0283207,105.8540217
63.0,233.0,3.0,,,1,1,20.7431915,105.8789348
5.8,62.0,9.0,,,0,1,21.0257066,105.8921527
1.35,15.0,4.0,2.0,,1,1,20.9702189,105.7749566
3.75,25.0,5.0,,,1,1,21.2801469,105.7453981
4.1,34.0,,3.0,4.0,0,1,21.02916475,105.80343767219591
7.6,50.0,,,,1,1,20.941461599999997,105.83603265035416
5.4,50.0,7.0,,,0,1,21.0257066,105.8921527
9.0,90.0,,,,0,0,21.0684153,105.82394208853755
9.9,97.0,,,,0,1,21.0684153,105.82394208853755
4.28,32.0,,,,0,1,20.8319978,105.87006434087073
9.9,48.0,5.0,4.0,3.0,1,1,13.7989967,100.5491731
13.0,80.0,6.0,,,0,1,21.0257066,105.8921527
45.0,115.0,8.0,,,1,1,21.02916475,105.80343767219591
4.4,36.0,,3.0,4.0,0,1,21.0283207,105.8540217
2.6,30.0,6.0,,,0,1,21.0257066,105.8921527
3.4,40.0,6.0,,,1,0,20.9755354,105.85744654567378
3.65,45.0,6.0,6.0,3.0,0,1,20.941461599999997,105.83603265035416
11.5,80.0,6.0,4.0,5.0,1,0,21.0257066,105.8921527
5.3,40.0,6.0,5.0,1.0,1,1,21.2801469,105.7453981
3.99,35.0,,4.0,3.0,0,1,21.02916475,105.80343767219591
3.3,30.0,5.0,,,1,1,20.9702189,105.7749566
6.3,35.0,7.0,3.0,4.0,0,1,21.03713945,105.83587847363593
5.0,80.0,6.0,9.0,,1,1,21.0151072,105.7814958
6.7,48.0,6.0,4.0,3.0,1,1,21.1667582,105.74249543060441
4.0,33.0,4.0,,2.0,0,0,13.7989967,100.5491731
3.0,30.0,6.0,2.0,,0,1,21.0684153,105.82394208853755
6.8,50.0,5.0,2.0,,0,1,20.9936873,105.8143014
13.5,55.0,8.0,7.0,6.0,1,1,21.2801469,105.7453981
14.5,48.0,3.0,2.0,,1,1,21.012198,105.8552245
51.0,165.0,10.0,,,1,1,21.0283207,105.8540217
24.0,51.0,,,6.0,1,1,21.0684153,105.82394208853755
4.7,45.0,6.0,4.0,4.0,1,1,21.2801469,105.7453981
6.6,35.0,6.0,,,0,1,13.7989967,100.5491731
4.6,35.0,6.0,4.0,4.0,1,1,21.2801469,105.7453981
6.3,45.0,5.0,4.0,,0,1,21.2801469,105.7453981
15.6,91.0,5.0,4.0,,1,1,20.8319978,105.87006434087073
1.0,45.0,,2.0,2.0,0,0,20.9702189,105.7749566
165.0,210.0,11.0,,,1,1,21.0151072,105.7814958
11.95,68.0,,4.0,3.0,1,1,20.9755354,105.85744654567378
5.2,48.0,6.0,5.0,,0,1,20.9936873,105.8143014
5.6,42.0,6.0,4.0,,1,1,21.2801469,105.7453981
3.95,42.0,1.0,1.0,,0,0,20.941461599999997,105.83603265035416
7.2,50.0,,,,0,1,13.7989967,100.5491731
6.3,50.0,5.0,4.0,,0,1,20.9755354,105.85744654567378
6.9,40.0,5.0,,,1,1,20.9702189,105.7749566
3.9,33.0,,,3.0,0,1,20.9897891,105.7990448
4.65,60.0,,,,0,0,20.941461599999997,105.83603265035416
3.73,36.0,,,,0,0,20.9702189,105.7749566
3.0,30.0,6.0,6.0,4.0,0,1,20.9702189,105.7749566
11.5,70.0,6.0,4.0,5.0,0,1,21.0257066,105.8921527
3.8,35.0,,4.0,3.0,0,1,21.02916475,105.80343767219591
4.5,44.0,6.0,4.0,4.0,1,1,20.9936873,105.8143014
5.5,35.0,8.0,5.0,5.0,0,1,21.03713945,105.83587847363593
7.1,44.0,5.0,4.0,3.0,0,1,21.0684153,105.82394208853755
4.4,48.0,5.0,5.0,,1,1,21.012198,105.8552245
4.8,34.0,,,,1,0,21.02916475,105.80343767219591
2.1,34.0,5.0,,,1,1,20.9702189,105.7749566
18.5,135.0,5.0,4.0,,0,1,21.2801469,105.7453981
2.85,50.0,3.0,6.0,2.0,0,1,21.02916475,105.80343767219591
16.0,58.0,,,,1,1,21.0684153,105.82394208853755
65.0,700.0,8.0,,,1,0,21.2801469,105.7453981
39.0,100.0,9.0,,,1,1,21.0283207,105.8540217
4.7,36.0,,3.0,4.0,0,1,21.012198,105.8552245
5.85,52.0,,3.0,4.0,0,1,21.02916475,105.80343767219591
5.63,75.0,,7.0,7.0,1,1,21.0238721,105.97050129109073
4.85,40.0,6.0,4.0,4.0,1,1,21.01903045,105.71152173592778
9.05,55.0,,6.0,,1,1,21.0283207,105.8540217
17.5,59.0,6.0,7.0,,1,1,13.7989967,100.5491731
14.0,60.0,,,,1,1,21.02916475,105.80343767219591
2.0,35.0,5.0,,,1,1,20.9702189,105.7749566
5.0,66.0,6.0,6.0,6.0,0,1,21.03713945,105.83587847363593
3.0,30.0,5.0,4.0,4.0,0,1,21.0684153,105.82394208853755
6.3,50.0,4.0,2.0,,1,1,21.0257066,105.8921527
4.5,35.0,7.0,4.0,4.0,0,1,21.02916475,105.80343767219591
2.75,40.0,5.0,,,1,1,20.9702189,105.7749566
6.89,130.0,,10.0,10.0,1,1,20.9702189,105.7749566
13.0,56.0,,,,0,1,21.0684153,105.82394208853755
58.0,100.0,9.0,,,1,1,21.0283207,105.8540217
2.1,,7.0,4.0,,1,1,20.9702189,105.7749566
7.4,116.0,5.0,3.0,,1,1,20.9755354,105.85744654567378
6.5,55.0,,5.0,4.0,0,1,13.7989967,100.5491731
6.5,50.0,7.0,,,1,1,20.9702189,105.7749566
3.05,46.0,,4.0,3.0,0,1,21.1096428,105.57094469616789
5.0,52.0,6.0,,6.0,1,1,21.0684153,105.82394208853755
5.0,60.0,7.0,,,1,1,21.03713945,105.83587847363593
2.95,50.0,,,,0,1,21.0151072,105.7814958
4.5,50.0,4.0,,,0,1,20.9755354,105.85744654567378
7.3,101.0,1.0,,,1,1,20.9755354,105.85744654567378
9.5,58.0,,3.0,4.0,1,1,21.0257066,105.8921527
3.25,30.0,,3.0,4.0,0,1,13.7989967,100.5491731
4.7,41.0,6.0,4.0,4.0,0,1,20.9702189,105.7749566
5.7,48.0,,,,1,1,21.0257066,105.8921527
7.15,64.0,5.0,4.0,3.0,1,1,21.2801469,105.7453981
3.2,40.0,5.0,,,0,1,20.9755354,105.85744654567378
10.0,61.0,7.0,,7.0,0,1,21.2801469,105.7453981
5.0,66.0,6.0,,6.0,0,1,21.03713945,105.83587847363593
3.05,,,3.0,3.0,1,1,20.941461599999997,105.83603265035416
23.0,95.0,,,,1,1,21.0257066,105.8921527
5.2,40.0,6.0,4.0,4.0,0,1,20.9702189,105.7749566
12.5,46.0,,4.0,,1,0,20.9702189,105.7749566
7.0,85.0,8.0,8.0,8.0,1,1,21.012198,105.8552245
2.25,33.0,,,,1,1,21.012198,105.8552245
6.6,50.0,,4.0,4.0,0,1,21.0257066,105.8921527
7.0,90.0,5.0,,,1,1,20.9755354,105.85744654567378
5.6,72.0,5.0,,,1,1,20.941461599999997,105.83603265035416
11.2,50.0,,,,0,1,21.02916475,105.80343767219591
1.0,70.0,6.0,,,1,1,21.02916475,105.80343767219591
5.45,57.0,,5.0,4.0,0,1,20.9755354,105.85744654567378
9.0,57.0,1.0,,,0,1,13.7989967,100.5491731
7.5,50.0,6.0,5.0,4.0,1,1,20.7431915,105.8789348
2.64,48.0,,,,1,1,20.941461599999997,105.83603265035416
6.2,48.0,5.0,4.0,4.0,0,1,20.9936873,105.8143014
10.8,56.0,6.0,4.0,,0,1,20.8319978,105.87006434087073
5.15,40.0,6.0,3.0,3.0,0,1,21.02916475,105.80343767219591
4.69,36.0,6.0,3.0,4.0,0,1,21.012198,105.8552245
20.0,125.0,,1.0,,1,1,21.0257066,105.8921527
8.5,48.0,,,,0,1,21.02916475,105.80343767219591
12.4,42.0,7.0,11.0,5.0,1,1,13.7989967,100.5491731
5.6,36.0,6.0,3.0,4.0,0,1,13.7989967,100.5491731
3.9,35.0,6.0,3.0,4.0,0,1,21.02916475,105.80343767219591
4.38,35.0,,3.0,4.0,0,1,21.03713945,105.83587847363593
3.7,35.0,7.0,,,0,1,21.0257066,105.8921527
8.0,108.0,5.0,,,1,0,21.012198,105.8552245
0.13,45.0,8.0,4.0,4.0,1,1,21.0257066,105.8921527
4.5,40.0,6.0,,,0,1,21.012198,105.8552245
6.18,60.0,4.0,,,0,1,21.012198,105.8552245
4.5,36.0,6.0,3.0,4.0,0,1,21.0684153,105.82394208853755
5.2,45.0,6.0,3.0,4.0,0,1,21.0684153,105.82394208853755
3.79,57.0,,,,1,1,21.0866512,105.8884768
1.75,42.0,6.0,4.0,2.0,1,0,20.87851585,105.64923352491572
2.6,30.0,,,,0,1,21.0073844,105.49966632631347
3.7,38.0,6.0,4.0,,0,0,21.012198,105.8552245
5.5,48.0,,3.0,,0,1,20.9897891,105.7990448
4.5,38.0,7.0,,,0,1,20.9755354,105.85744654567378
3.5,45.0,5.0,4.0,4.0,1,1,20.9936873,105.8143014
4.89,42.0,,3.0,,0,1,13.7989967,100.5491731
4.65,38.0,,4.0,4.0,0,1,21.0283207,105.8540217
10.9,50.0,,4.0,2.0,0,1,13.7989967,100.5491731
3.7,46.0,,4.0,,0,1,21.0257066,105.8921527
11.0,51.0,,4.0,5.0,1,1,21.03713945,105.83587847363593
18.0,85.0,6.0,5.0,4.0,1,1,20.9755354,105.85744654567378
3.5,33.0,,3.0,4.0,0,1,21.02916475,105.80343767219591
3.88,35.0,5.0,4.0,3.0,0,1,21.02916475,105.80343767219591
4.2,60.0,,,,1,1,21.0866512,105.8884768
3.96,41.0,6.0,4.0,3.0,0,1,20.9936873,105.8143014
5.2,31.0,,3.0,2.0,0,1,21.2801469,105.7453981
3.99,30.0,6.0,3.0,4.0,0,1,21.02916475,105.80343767219591
4.98,40.0,6.0,3.0,,0,1,21.012198,105.8552245
5.9,32.0,6.0,4.0,4.0,1,1,20.9936873,105.8143014
6.105,66.0,1.0,,,0,1,21.0238721,105.97050129109073
2.73,42.0,1.0,2.0,2.0,1,1,21.01903045,105.71152173592778
3.4,62.0,,3.0,3.0,0,1,20.941461599999997,105.83603265035416
3.2,41.0,,,3.0,0,1,21.012198,105.8552245
9.4,59.0,,,,1,0,20.7431915,105.8789348
20.0,90.0,5.0,,,1,1,21.0238721,105.97050129109073
5.5,70.0,4.0,3.0,3.0,0,1,20.9702189,105.7749566
55.0,87.0,7.0,8.0,5.0,1,1,21.02705925,105.84558760674456
3.69,45.0,6.0,,,1,1,20.941461599999997,105.83603265035416
10.0,83.0,8.0,,,1,1,21.0257066,105.8921527
4.0,34.0,,3.0,4.0,0,1,21.2801469,105.7453981
4.45,35.0,6.0,3.0,4.0,0,1,20.9702189,105.7749566
0.165,50.0,,,,1,1,20.9702189,105.7749566
5.0,50.0,7.0,,6.0,1,1,21.0684153,105.82394208853755
10.9,65.0,,2.0,,1,1,21.0257066,105.8921527
4.6,39.0,5.0,4.0,3.0,0,1,21.2801469,105.7453981
4.55,35.0,,4.0,3.0,0,1,21.2801469,105.7453981
24.0,76.0,8.0,2.0,,0,1,13.7989967,100.5491731
5.1,40.0,6.0,5.0,5.0,1,1,21.0283207,105.8540217
2.65,30.0,3.0,,,1,1,20.8319978,105.87006434087073
6.5,55.0,,,4.0,0,1,13.7989967,100.5491731
6.9,40.0,7.0,,,0,1,20.9755354,105.85744654567378
5.28,62.0,5.0,5.0,3.0,1,1,20.9755354,105.85744654567378
5.8,35.0,,,,1,1,21.01903045,105.71152173592778
8.8,56.0,,,,1,1,21.02916475,105.80343767219591
10.3,60.0,,,,0,1,13.7989967,100.5491731
3.45,44.0,,3.0,,0,1,20.8319978,105.87006434087073
4.1,40.0,,,,0,1,20.941461599999997,105.83603265035416
3.45,35.0,,,,0,1,21.1096428,105.57094469616789
4.3,36.0,5.0,3.0,,0,1,21.012198,105.8552245
6.5,58.0,3.0,,,0,1,20.9755354,105.85744654567378
19.0,86.0,4.0,,3.0,1,1,20.9897891,105.7990448
6.2,43.0,,,1.0,1,1,21.0257066,105.8921527
9.2,80.0,7.0,17.0,17.0,1,1,21.0238721,105.97050129109073
3.3,33.0,5.0,3.0,3.0,0,1,20.9702189,105.7749566
7.5,57.0,7.0,6.0,5.0,0,1,13.7989967,100.5491731
7.48,30.0,3.0,2.0,,0,1,21.03713945,105.83587847363593
4.1,37.0,,4.0,3.0,0,1,20.9936873,105.8143014
11.8,81.0,,,,0,1,20.9755354,105.85744654567378
4.9,44.0,6.0,4.0,3.0,0,1,21.02916475,105.80343767219591
3.3,35.0,,,,1,1,20.941461599999997,105.83603265035416
3.0,36.0,,,,1,1,21.0257066,105.8921527
3.5,30.0,5.0,4.0,,0,1,20.9702189,105.7749566
5.6,37.0,,3.0,,0,1,21.0283207,105.8540217
6.5,30.0,,5.0,4.0,0,1,20.9936873,105.8143014
11.0,80.0,4.0,2.0,,1,1,21.2801469,105.7453981
8.9,57.0,7.0,10.0,,0,1,21.0151072,105.7814958
19.0,65.0,,,,0,1,21.0283207,105.8540217
3.1,30.0,6.0,,,0,1,20.9702189,105.7749566
4.9,42.0,6.0,3.0,4.0,0,1,13.7989967,100.5491731
4.3,73.0,,,,0,1,21.0684153,105.82394208853755
6.9,55.0,,,,0,1,20.9755354,105.85744654567378
5.2,52.0,,,,0,1,20.9936873,105.8143014
83.0,190.0,10.0,,,0,1,21.0283207,105.8540217
13.6,90.0,7.0,5.0,6.0,1,0,21.0257066,105.8921527
20.0,71.0,4.0,,4.0,1,1,21.2801469,105.7453981
15.3,81.0,8.0,8.0,7.0,0,1,21.2801469,105.7453981
3.6,8.0,5.0,4.0,3.0,0,1,21.012198,105.8552245
2.99,32.0,5.0,2.0,2.0,0,0,21.0283207,105.8540217
4.5,50.0,5.0,,,1,1,20.9702189,105.7749566
3.1,34.0,,,,1,0,20.941461599999997,105.83603265035416
2.5,40.0,,,3.0,1,1,21.0283207,105.8540217
7.5,45.0,7.0,4.0,,0,1,21.0283207,105.8540217
5.7,44.0,4.0,,,0,1,13.7989967,100.5491731
3.65,45.0,6.0,4.0,3.0,1,1,20.941461599999997,105.83603265035416
5.27,43.0,,3.0,4.0,0,1,21.2801469,105.7453981
3.88,45.0,6.0,6.0,4.0,0,1,21.012198,105.8552245
3.2,30.0,4.0,,,1,1,13.7989967,100.5491731
50.0,70.0,,,,1,1,21.0283207,105.8540217
10.6,96.0,,,,0,1,21.0684153,105.82394208853755
4.0,39.0,6.0,4.0,4.0,1,1,21.2801469,105.7453981
13.0,60.0,5.0,,,1,1,13.7989967,100.5491731
11.0,110.0,7.0,,1.0,0,1,21.0257066,105.8921527
55.0,165.0,6.0,6.0,,1,1,21.2801469,105.7453981
3.6,62.0,1.0,,,0,1,20.941461599999997,105.83603265035416
430.0,540.0,10.0,,,0,1,20.9897891,105.7990448
3.4,30.0,3.0,,,0,0,20.941461599999997,105.83603265035416
3.4,56.0,,,6.0,1,1,21.01903045,105.71152173592778
10.8,78.0,5.0,4.0,,0,1,20.9936873,105.8143014
3.6,50.0,,,,0,1,21.0257066,105.8921527
6.2,53.0,,4.0,3.0,0,1,21.03713945,105.83587847363593
3.5,35.0,,,,0,1,21.0257066,105.8921527
10.45,62.0,6.0,5.0,4.0,0,0,21.2801469,105.7453981
3.02,36.0,,2.0,2.0,0,1,21.0283207,105.8540217
5.6,35.0,6.0,3.0,4.0,0,1,21.02916475,105.80343767219591
3.6,35.0,5.0,4.0,4.0,0,1,13.7989967,100.5491731
4.2,42.0,,4.0,3.0,0,1,21.0684153,105.82394208853755
23.5,88.0,6.0,5.0,5.0,0,1,20.8319978,105.87006434087073
4.5,34.0,,4.0,4.0,0,1,21.0257066,105.8921527
3.15,30.0,6.0,3.0,4.0,0,1,20.9702189,105.7749566
4.69,55.0,6.0,4.0,4.0,0,1,21.2801469,105.7453981
4.3,35.0,,3.0,4.0,0,0,21.012198,105.8552245
36.0,100.0,8.0,,,1,0,21.0283207,105.8540217
4.75,60.0,6.0,2.0,2.0,0,1,21.0257066,105.8921527
9.5,60.0,6.0,,,1,1,20.941461599999997,105.83603265035416
3.6,46.0,6.0,6.0,4.0,0,1,20.941461599999997,105.83603265035416
8.2,112.0,,3.0,,0,0,20.941461599999997,105.83603265035416
2.85,24.0,6.0,3.0,3.0,1,1,21.02974515,105.85073634875805
5.1,45.0,,3.0,,0,1,21.02916475,105.80343767219591
8.0,100.0,5.0,5.0,6.0,1,1,21.0283207,105.8540217
5.45,51.0,5.0,4.0,3.0,1,1,20.8319978,105.87006434087073
14.9,52.0,3.0,6.0,4.0,0,1,21.2801469,105.7453981
3.3,37.0,,4.0,,0,1,21.012198,105.8552245
15.5,50.0,,4.0,,1,1,21.03713945,105.83587847363593
4.1,40.0,,,,0,1,21.0283207,105.8540217
4.2,73.0,,,,0,1,21.0684153,105.82394208853755
4.4,41.0,6.0,4.0,4.0,0,1,21.2801469,105.7453981
4.85,45.0,6.0,6.0,4.0,0,1,13.7989967,100.5491731
4.5,45.0,5.0,4.0,4.0,0,1,20.9702189,105.7749566
6.05,40.0,8.0,5.0,,1,1,13.7989967,100.5491731
6.15,43.0,6.0,6.0,4.0,1,1,13.7989967,100.5491731
3.45,60.0,4.0,3.0,2.0,0,1,20.941461599999997,105.83603265035416
9.9,76.0,5.0,4.0,,0,1,20.697382599999997,105.71577535499549
2.0,43.0,1.0,2.0,1.0,1,1,20.87851585,105.64923352491572
6.9,60.0,6.0,4.0,4.0,1,1,21.0257066,105.8921527
2.8,55.0,1.0,1.0,1.0,0,0,21.0257066,105.8921527
4.4,45.0,6.0,6.0,8.0,0,1,21.0684153,105.82394208853755
6.8,70.0,,,,0,1,20.941461599999997,105.83603265035416
4.09,30.0,6.0,3.0,4.0,0,1,21.02916475,105.80343767219591
20.0,71.0,4.0,4.0,4.0,1,1,13.7989967,100.5491731
8.6,40.0,,4.0,6.0,1,1,21.02916475,105.80343767219591
3.5,34.0,,3.0,4.0,0,1,20.9755354,105.85744654567378
38.0,168.0,,2.0,,1,1,21.0257066,105.8921527
2.8,35.0,6.0,3.0,2.0,1,1,20.9702189,105.7749566
4.65,52.0,6.0,4.0,,0,1,21.2801469,105.7453981
9.0,60.0,5.0,4.0,4.0,1,1,20.7431915,105.8789348
4.0,32.0,,,,0,1,20.87851585,105.64923352491572
5.2,39.0,6.0,3.0,4.0,0,1,21.2801469,105.7453981
4.3,40.0,6.0,3.0,4.0,0,1,20.9702189,105.7749566
6.6,66.0,5.0,4.0,,0,1,21.0151072,105.7814958
3.6,32.0,6.0,3.0,4.0,0,1,21.02916475,105.80343767219591
4.8,38.0,,4.0,4.0,0,1,21.02916475,105.80343767219591
4.7,35.0,6.0,,,0,1,20.9755354,105.85744654567378
5.2,35.0,6.0,3.0,3.0,0,1,21.02916475,105.80343767219591
5.2,48.0,5.0,4.0,3.0,0,1,21.2801469,105.7453981
3.23,38.0,4.0,3.0,,0,1,21.012198,105.8552245
5.8,62.0,5.0,4.0,,1,1,20.8319978,105.87006434087073
4.8,55.0,6.0,4.0,4.0,1,1,21.2801469,105.7453981
9.7,40.0,6.0,4.0,4.0,0,1,13.7989967,100.5491731
4.0,33.0,6.0,3.0,4.0,0,1,21.0684153,105.82394208853755
4.0,31.0,6.0,3.0,4.0,0,1,21.02916475,105.80343767219591
20.5,70.0,8.0,4.0,,1,1,21.0283207,105.8540217
6.6,76.0,,,,1,1,21.0283207,105.8540217
10.5,96.0,,,,0,1,21.0684153,105.82394208853755
6.5,50.0,,,,1,1,20.8319978,105.87006434087073
7.55,43.0,,4.0,,0,1,21.0283207,105.8540217
11.0,60.0,6.0,5.0,4.0,0,0,21.01903045,105.71152173592778
1.3,53.0,3.0,2.0,2.0,0,1,20.941461599999997,105.83603265035416
6.2,60.0,,4.0,3.0,0,1,21.03713945,105.83587847363593
5.0,36.0,6.0,4.0,5.0,1,1,21.0684153,105.82394208853755
15.48,62.0,,4.0,,1,1,21.0684153,105.82394208853755
6.4,46.0,7.0,3.0,3.0,1,0,21.2801469,105.7453981
5.5,50.0,6.0,4.0,4.0,0,1,20.9755354,105.85744654567378
3.25,45.0,,4.0,3.0,1,1,20.941461599999997,105.83603265035416
3.0,35.0,6.0,,,0,0,21.0257066,105.8921527
1.78,22.0,,1.0,1.0,1,0,21.2801469,105.7453981
12.0,62.0,,6.0,,1,1,21.0283207,105.8540217
7.3,44.0,6.0,4.0,,0,1,20.9755354,105.85744654567378
5.0,45.0,,3.0,2.0,0,0,13.7989967,100.5491731
4.15,52.0,4.0,3.0,3.0,0,1,20.9755354,105.85744654567378
8.7,60.0,,,3.0,0,1,21.0257066,105.8921527
11.0,65.0,8.0,,,1,1,21.0257066,105.8921527
10.2,40.0,,4.0,,1,1,21.0684153,105.82394208853755
6.34,40.0,,4.0,4.0,1,1,21.2801469,105.7453981
8.75,80.0,,12.0,12.0,0,1,21.0283207,105.8540217
7.7,51.0,3.0,,,0,1,21.01903045,105.71152173592778
24.0,100.0,,,,1,1,21.0684153,105.82394208853755
6.05,40.0,,4.0,,1,1,21.0283207,105.8540217
8.6,82.0,7.0,5.0,6.0,1,1,21.0257066,105.8921527
7.3,46.0,5.0,4.0,,0,1,13.7989967,100.5491731
4.7,43.0,6.0,4.0,4.0,0,1,20.9936873,105.8143014
8.2,41.0,5.0,5.0,,1,1,13.7989967,100.5491731
12.48,85.0,8.0,17.0,17.0,0,1,21.0684153,105.82394208853755
4.7,38.0,,3.0,4.0,0,1,21.012198,105.8552245
2.85,33.0,5.0,3.0,3.0,0,1,20.9702189,105.7749566
4.9,53.0,6.0,4.0,4.0,1,1,21.2801469,105.7453981
4.1,40.0,6.0,4.0,4.0,0,1,20.9702189,105.7749566
3.5,55.0,4.0,,,1,0,21.012198,105.8552245
10.5,67.0,6.0,,,0,1,20.9755354,105.85744654567378
4.15,45.0,,,,0,1,20.941461599999997,105.83603265035416
4.3,1.0,3.0,2.0,,0,1,21.0684153,105.82394208853755
4.2,44.0,,,,0,1,20.9755354,105.85744654567378
4.8,49.0,5.0,4.0,,0,1,21.03713945,105.83587847363593
5.3,46.0,4.0,3.0,3.0,0,1,21.02916475,105.80343767219591
14.2,46.0,,3.0,,1,0,21.02916475,105.80343767219591
6.48,50.0,,4.0,,0,1,21.0283207,105.8540217
6.05,41.0,,3.0,3.0,1,1,21.01903045,105.71152173592778
3.25,31.0,6.0,3.0,4.0,0,0,20.9702189,105.7749566
22.5,55.0,7.0,4.0,,0,1,13.7989967,100.5491731
9.0,100.0,4.0,3.0,3.0,1,1,21.0073844,105.49966632631347
3.9,45.0,4.0,,,0,1,20.9936873,105.8143014
6.57,61.0,6.0,4.0,4.0,0,1,21.2801469,105.7453981
4.1,31.0,6.0,4.0,3.0,0,1,20.9702189,105.7749566
4.45,54.0,5.0,1.0,,0,1,21.0283207,105.8540217
8.5,35.0,6.0,3.0,3.0,0,0,21.02916475,105.80343767219591
5.1,42.0,,6.0,,0,1,20.941461599999997,105.83603265035416
3.9,48.0,4.0,4.0,4.0,1,0,20.9755354,105.85744654567378
5.5,50.0,,,,0,1,20.9936873,105.8143014
2.75,47.0,,,4.0,0,1,21.01903045,105.71152173592778
4.4,30.0,5.0,2.0,3.0,0,1,21.03713945,105.83587847363593
3.95,45.0,5.0,4.0,3.0,1,1,20.941461599999997,105.83603265035416
15.0,76.0,7.0,,,1,1,21.012198,105.8552245
1.2,36.0,2.0,2.0,,0,1,20.941461599999997,105.83603265035416
5.55,36.0,7.0,4.0,5.0,1,1,13.7989967,100.5491731
11.0,60.0,,,,1,1,21.0257066,105.8921527
6.7,52.0,6.0,5.0,,0,1,21.02916475,105.80343767219591
6.5,53.0,7.0,2.0,1.0,1,1,21.0257066,105.8921527
11.7,44.0,5.0,3.0,,0,1,21.2801469,105.7453981
17.45,58.0,,5.0,4.0,1,1,21.012198,105.8552245
2.45,32.0,,,,0,0,20.941461599999997,105.83603265035416
6.4,42.0,,4.0,3.0,0,1,20.9936873,105.8143014
5.7,68.0,,5.0,4.0,0,0,21.0257066,105.8921527
4.6,41.0,1.0,,,0,1,21.0257066,105.8921527
22.0,95.0,6.0,,,0,1,13.7989967,100.5491731
4.38,46.0,,,,1,1,20.9936873,105.8143014
140.0,160.0,,,,1,1,21.02705925,105.84558760674456
2.95,45.0,,,,1,1,20.941461599999997,105.83603265035416
8.5,80.0,4.0,,,1,1,21.0283207,105.8540217
8.1,45.0,7.0,4.0,5.0,0,1,21.03713945,105.83587847363593
4.0,37.0,6.0,4.0,4.0,0,1,21.2801469,105.7453981
6.4,42.0,5.0,4.0,2.0,0,1,20.9702189,105.7749566
3.3,43.0,,3.0,3.0,0,0,13.7989967,100.5491731
6.05,47.0,,4.0,4.0,1,1,20.9936873,105.8143014
11.9,100.0,6.0,5.0,5.0,1,1,21.0257066,105.8921527
6.2,65.0,,5.0,,1,0,20.9755354,105.85744654567378
4.1,47.0,7.0,4.0,,0,1,21.01903045,105.71152173592778
21.5,70.0,8.0,,,1,1,21.02916475,105.80343767219591
8.5,50.0,6.0,5.0,,1,1,21.02916475,105.80343767219591
10.0,52.0,5.0,,,1,0,13.7989967,100.5491731
3.2,33.0,6.0,3.0,4.0,0,1,20.9702189,105.7749566
13.2,70.0,4.0,3.0,3.0,0,1,20.9897891,105.7990448
6.5,80.0,6.0,1.0,,1,0,20.9755354,105.85744654567378
3.5,23.0,,,,0,1,21.012198,105.8552245
11.4,80.0,6.0,4.0,5.0,1,1,21.0257066,105.8921527
4.5,50.0,,4.0,,0,0,21.0283207,105.8540217
6.25,30.0,,3.0,,1,1,21.03713945,105.83587847363593
5.0,43.0,6.0,4.0,4.0,1,1,21.2801469,105.7453981
6.5,55.0,,,,1,1,21.012198,105.8552245
4.6,36.0,5.0,3.0,3.0,1,1,13.7989967,100.5491731
6.45,34.0,6.0,4.0,,0,1,21.01903045,105.71152173592778
2.7,35.0,,3.0,4.0,0,1,20.9755354,105.85744654567378
3.2,41.0,,3.0,3.0,0,0,13.7989967,100.5491731
3.75,40.0,5.0,2.0,,1,0,21.0283207,105.8540217
5.0,30.0,6.0,4.0,4.0,0,0,21.02916475,105.80343767219591
3.8,40.0,,,8.0,0,1,21.0684153,105.82394208853755
115.0,230.0,5.0,,,0,1,21.03713945,105.83587847363593
4.0,40.0,5.0,4.0,3.0,0,1,21.02916475,105.80343767219591
3.95,40.0,6.0,6.0,6.0,0,1,21.0684153,105.82394208853755
2.75,33.0,6.0,3.0,4.0,1,1,20.9702189,105.7749566
29.0,,9.0,6.0,8.0,1,1,21.2801469,105.7453981
24.0,96.0,,9.0,9.0,0,1,20.87851585,105.64923352491572
1.9,40.0,,,3.0,0,1,21.0684153,105.82394208853755
129.0,339.0,6.0,4.0,,1,1,21.0257066,105.8921527
16.0,86.0,6.0,4.0,4.0,0,1,21.012198,105.8552245
5.38,62.0,5.0,5.0,3.0,1,1,20.9755354,105.85744654567378
4.9,41.0,,5.0,1.0,0,1,21.0283207,105.8540217
