Price,Area,Floor,Bedroom,Restroom,Address,Roadfrontage,Legal
8.7,62.0,6.0,4.0,5.0,"Tân Bình, Thành phố Hồ Chí Minh",True,Good
5.5,36.0,4.0,4.0,4.0,"Gò Vấp, Thành phố Hồ Chí Minh",False,
3.3,40.0,,,,Thành phố Hồ Chí Minh,False,Good
7.5,52.0,4.0,4.0,3.0,"Tân Bình, Thành phố Hồ Chí Minh",False,
4.1,30.0,3.0,2.0,2.0,"Tân Phú, Thành phố Hồ Chí Minh",True,
6.2,132.0,1.0,3.0,2.0,"Hóc Môn, Thành phố Hồ Chí Minh",True,Good
4.7,34.0,4.0,5.0,3.0,"Bình Thạnh, Thành phố Hồ Chí Minh",False,
6.0,80.0,4.0,4.0,3.0,Thành phố Hồ Chí Minh,False,Good
15.0,111.0,,,,"Gò Vấp, Thành phố Hồ Chí Minh",True,
3.2,31.0,3.0,2.0,3.0,"Tân Bình, Thành phố Hồ Chí Minh",False,Good
27.0,403.0,5.0,,,"Nhà Bè, Thành phố Hồ Chí Minh",True,
9.39,100.0,3.0,6.0,,"Bình Thạnh, Thành phố Hồ Chí Minh",False,Good
7.5,60.0,4.0,3.0,3.0,"Tân Bình, Thành phố Hồ Chí Minh",True,Good
3.28,36.0,3.0,6.0,2.0,"Gò Vấp, Thành phố Hồ Chí Minh",False,
3.1,31.0,3.0,,,"Thủ Đức, Thành phố Hồ Chí Minh",True,
0.69,63.0,,3.0,1.0,Thành phố Hồ Chí Minh,True,Good
4.3,31.0,3.0,2.0,2.0,"Tân Bình, Thành phố Hồ Chí Minh",False,
2.55,48.0,2.0,2.0,2.0,"Quận 8, Thành phố Hồ Chí Minh",True,Good
9.9,36.0,3.0,3.0,3.0,"Phú Nhuận, Thành phố Hồ Chí Minh",True,Good
8.4,54.0,4.0,10.0,5.0,"Quận 10, Thành phố Hồ Chí Minh",False,Good
4.6,77.0,2.0,6.0,3.0,"Quận 9, Thành phố Hồ Chí Minh",False,Good
5.8,90.0,1.0,,,"Bình Chánh, Thành phố Hồ Chí Minh",False,
75.0,70.0,,4.0,3.0,"Quận 7, Thành phố Hồ Chí Minh",False,Good
5.5,24.0,3.0,3.0,4.0,"Quận 1, Thành phố Hồ Chí Minh",False,Good
12.3,90.0,3.0,4.0,5.0,"Quận 7, Thành phố Hồ Chí Minh",True,
4.5,35.0,2.0,2.0,2.0,"Gò Vấp, Thành phố Hồ Chí Minh",False,Good
7.0,170.0,,,,"Thủ Đức, Thành phố Hồ Chí Minh",True,Good
1.85,5.0,2.0,2.0,2.0,"Quận 7, Thành phố Hồ Chí Minh",False,Good
5.8,54.0,5.0,4.0,2.0,"Gò Vấp, Thành phố Hồ Chí Minh",True,Good
4.4,34.0,,3.0,3.0,Thành phố Hồ Chí Minh,False,Good
2.05,48.0,2.0,2.0,2.0,"Quận 8, Thành phố Hồ Chí Minh",False,Good
5.9,70.0,,4.0,5.0,"Gò Vấp, Thành phố Hồ Chí Minh",True,Good
6.4,78.0,2.0,2.0,,"Thủ Đức, Thành phố Hồ Chí Minh",True,
7.8,168.0,,,,Thành phố Hồ Chí Minh,False,Good
4.5,62.0,2.0,,,"Bình Tân, Thành phố Hồ Chí Minh",False,
6.2,66.0,,3.0,3.0,"Phú Nhuận, Thành phố Hồ Chí Minh",False,
10.5,60.0,5.0,14.0,7.0,"Quận 5, Thành phố Hồ Chí Minh",False,Good
1.95,35.0,2.0,2.0,2.0,"Bình Thạnh, Thành phố Hồ Chí Minh",False,Good
4.3,52.0,3.0,4.0,2.0,"Gò Vấp, Thành phố Hồ Chí Minh",False,
3.0,53.0,2.0,3.0,2.0,"Thủ Đức, Thành phố Hồ Chí Minh",False,Good
3.0,6.0,1.0,,,"Bình Tân, Thành phố Hồ Chí Minh",True,
5.2,34.0,2.0,2.0,2.0,"Bình Thạnh, Thành phố Hồ Chí Minh",False,
8.6,58.0,3.0,4.0,4.0,"Phú Nhuận, Thành phố Hồ Chí Minh",False,
6.0,36.0,,2.0,,"Quận 11, Thành phố Hồ Chí Minh",True,Good
5.9,41.0,4.0,4.0,,"Tân Bình, Thành phố Hồ Chí Minh",True,
5.6,53.0,3.0,3.0,2.0,"Quận 10, Thành phố Hồ Chí Minh",False,Good
18.5,120.0,5.0,8.0,7.0,"Quận 1, Thành phố Hồ Chí Minh",False,
247.0,1450.0,7.0,,,"Quận 6, Thành phố Hồ Chí Minh",True,
2.15,48.0,3.0,2.0,2.0,"Bình Tân, Thành phố Hồ Chí Minh",False,Good
7.97,100.0,,2.0,1.0,"Bình Chánh, Thành phố Hồ Chí Minh",True,
9.3,70.0,5.0,4.0,6.0,"Gò Vấp, Thành phố Hồ Chí Minh",False,Good
4.0,15.0,,,,"Bình Tân, Thành phố Hồ Chí Minh",False,
10.0,65.0,4.0,,3.0,"Quận 1, Thành phố Hồ Chí Minh",False,
7.2,124.0,,1.0,1.0,"Bình Tân, Thành phố Hồ Chí Minh",False,Good
2.4,100.0,,3.0,2.0,"Bình Chánh, Thành phố Hồ Chí Minh",False,Good
8.0,96.0,,,,"Quận 7, Thành phố Hồ Chí Minh",False,Good
4.3,46.0,3.0,2.0,,"Gò Vấp, Thành phố Hồ Chí Minh",False,Good
9.7,86.0,5.0,4.0,,"Gò Vấp, Thành phố Hồ Chí Minh",False,Good
1.9,,3.0,2.0,3.0,"Tân Bình, Thành phố Hồ Chí Minh",False,
4.9,40.0,2.0,2.0,,"Quận 1, Thành phố Hồ Chí Minh",True,Good
10.2,100.0,4.0,5.0,3.0,"Gò Vấp, Thành phố Hồ Chí Minh",True,Good
7.8,68.0,3.0,3.0,4.0,"Bình Chánh, Thành phố Hồ Chí Minh",False,
2.8,54.0,,,,"Thủ Đức, Thành phố Hồ Chí Minh",True,
3.28,36.0,3.0,6.0,2.0,"Gò Vấp, Thành phố Hồ Chí Minh",False,
6.0,56.0,3.0,4.0,,"Bình Tân, Thành phố Hồ Chí Minh",True,Good
11.0,138.0,4.0,,,"Bình Thạnh, Thành phố Hồ Chí Minh",False,Good
0.45,40.0,2.0,2.0,,Thành phố Hồ Chí Minh,True,Good
1.95,48.0,2.0,2.0,2.0,"Quận 8, Thành phố Hồ Chí Minh",False,Good
3.65,68.0,4.0,5.0,3.0,"Thủ Đức, Thành phố Hồ Chí Minh",True,Good
1.5,60.0,2.0,3.0,,"Bình Chánh, Thành phố Hồ Chí Minh",True,
10.8,68.0,3.0,4.0,3.0,"Bình Thạnh, Thành phố Hồ Chí Minh",False,
15.8,185.0,1.0,,,"Quận 12, Thành phố Hồ Chí Minh",True,
5.5,,3.0,5.0,,Thành phố Hồ Chí Minh,False,
3.8,96.0,,,,"Bình Tân, Thành phố Hồ Chí Minh",False,Good
6.4,78.0,2.0,2.0,,"Thủ Đức, Thành phố Hồ Chí Minh",True,
2.35,48.0,2.0,2.0,2.0,"Quận 8, Thành phố Hồ Chí Minh",False,Good
10.5,114.0,4.0,10.0,5.0,"Bình Thạnh, Thành phố Hồ Chí Minh",False,
5.5,75.0,1.0,,,"Tân Phú, Thành phố Hồ Chí Minh",True,Good
5.3,70.0,3.0,2.0,2.0,"Quận 12, Thành phố Hồ Chí Minh",False,Good
0.018,21.0,3.0,2.0,1.0,"Gò Vấp, Thành phố Hồ Chí Minh",False,Good
4.2,51.0,,2.0,2.0,"Quận 9, Thành phố Hồ Chí Minh",False,
9.7,135.0,,,,"Bình Thạnh, Thành phố Hồ Chí Minh",False,Good
3.65,48.0,2.0,2.0,2.0,"Gò Vấp, Thành phố Hồ Chí Minh",True,Good
4.75,30.0,,4.0,3.0,"Quận 10, Thành phố Hồ Chí Minh",True,Good
2.8,20.0,5.0,6.0,,"Tân Bình, Thành phố Hồ Chí Minh",False,
3.2,19.0,4.0,2.0,3.0,"Quận 1, Thành phố Hồ Chí Minh",False,Good
3.0,40.0,2.0,2.0,2.0,"Thủ Đức, Thành phố Hồ Chí Minh",True,Good
8.6,88.0,3.0,3.0,3.0,Thành phố Hồ Chí Minh,False,Good
10.5,80.0,6.0,4.0,,"Quận 10, Thành phố Hồ Chí Minh",False,Good
8.5,120.0,5.0,4.0,5.0,"Quận 12, Thành phố Hồ Chí Minh",True,Good
7.7,60.0,3.0,3.0,3.0,"Bình Thạnh, Thành phố Hồ Chí Minh",False,
6.0,52.0,3.0,3.0,3.0,"Gò Vấp, Thành phố Hồ Chí Minh",False,Good
20.0,98.0,6.0,9.0,10.0,"Quận 10, Thành phố Hồ Chí Minh",False,Good
6.49,50.0,3.0,3.0,3.0,"Gò Vấp, Thành phố Hồ Chí Minh",False,Good
48.0,38.0,2.0,2.0,2.0,"Bình Thạnh, Thành phố Hồ Chí Minh",False,
2.8,40.0,2.0,2.0,2.0,"Quận 7, Thành phố Hồ Chí Minh",False,Good
5.5,55.0,5.0,,,"Quận 9, Thành phố Hồ Chí Minh",True,Good
10.5,106.0,4.0,5.0,5.0,"Bình Thạnh, Thành phố Hồ Chí Minh",False,
6.2,48.0,5.0,,,"Bình Tân, Thành phố Hồ Chí Minh",True,Good
7.8,50.0,3.0,4.0,3.0,"Tân Phú, Thành phố Hồ Chí Minh",False,
5.2,39.0,1.0,,,"Bình Thạnh, Thành phố Hồ Chí Minh",False,
25.65,110.0,3.0,,,"Quận 10, Thành phố Hồ Chí Minh",True,Good
24.0,4.0,5.0,,3.0,"Bình Thạnh, Thành phố Hồ Chí Minh",False,
51.0,86.0,4.0,,,"Quận 3, Thành phố Hồ Chí Minh",True,Good
3.25,34.0,4.0,3.0,2.0,"Gò Vấp, Thành phố Hồ Chí Minh",False,Good
12.0,380.0,3.0,3.0,,"Quận 7, Thành phố Hồ Chí Minh",True,
7.0,45.0,3.0,4.0,2.0,"Quận 5, Thành phố Hồ Chí Minh",False,Good
1.9,,3.0,2.0,3.0,"Tân Bình, Thành phố Hồ Chí Minh",False,
8.5,70.0,3.0,4.0,,"Tân Phú, Thành phố Hồ Chí Minh",True,
5.7,36.0,4.0,4.0,4.0,"Gò Vấp, Thành phố Hồ Chí Minh",False,Good
1.75,36.0,2.0,2.0,2.0,"Tân Bình, Thành phố Hồ Chí Minh",False,Good
2.69,52.0,2.0,2.0,2.0,"Quận 9, Thành phố Hồ Chí Minh",False,Good
1.13,108.0,2.0,4.0,2.0,"Bình Chánh, Thành phố Hồ Chí Minh",True,Good
3.05,32.0,,1.0,2.0,"Bình Tân, Thành phố Hồ Chí Minh",True,Good
4.6,62.0,4.0,,,"Bình Tân, Thành phố Hồ Chí Minh",False,
2.35,48.0,2.0,2.0,2.0,"Quận 8, Thành phố Hồ Chí Minh",True,Good
1.95,48.0,2.0,2.0,2.0,"Quận 8, Thành phố Hồ Chí Minh",False,Good
8.0,60.0,6.0,,,"Tân Bình, Thành phố Hồ Chí Minh",False,
3.8,24.0,3.0,,2.0,"Quận 10, Thành phố Hồ Chí Minh",False,Good
7.5,62.0,6.0,4.0,5.0,"Gò Vấp, Thành phố Hồ Chí Minh",False,Good
9.5,131.0,2.0,2.0,2.0,"Tân Bình, Thành phố Hồ Chí Minh",False,Good
4.2,51.0,2.0,2.0,2.0,"Gò Vấp, Thành phố Hồ Chí Minh",False,
2.4,22.0,2.0,2.0,2.0,"Bình Tân, Thành phố Hồ Chí Minh",False,Good
6.5,150.0,2.0,3.0,4.0,"Thủ Đức, Thành phố Hồ Chí Minh",False,Good
5.7,48.0,3.0,2.0,2.0,"Tân Bình, Thành phố Hồ Chí Minh",False,Good
4.2,40.0,3.0,2.0,2.0,"Gò Vấp, Thành phố Hồ Chí Minh",False,Good
4.0,100.0,,2.0,2.0,"Quận 12, Thành phố Hồ Chí Minh",True,Good
4.7,40.0,4.0,4.0,3.0,"Tân Phú, Thành phố Hồ Chí Minh",True,Good
4.3,9.0,3.0,3.0,2.0,"Thủ Đức, Thành phố Hồ Chí Minh",False,
7.3,60.0,2.0,5.0,2.0,"Tân Bình, Thành phố Hồ Chí Minh",False,
3.8,100.0,,1.0,1.0,"Quận 12, Thành phố Hồ Chí Minh",False,Good
6.15,74.0,2.0,3.0,3.0,"Tân Bình, Thành phố Hồ Chí Minh",False,Good
3.15,33.0,2.0,,3.0,"Quận 7, Thành phố Hồ Chí Minh",False,Good
5.25,60.0,3.0,4.0,3.0,"Quận 9, Thành phố Hồ Chí Minh",False,Good
2.25,48.0,2.0,2.0,2.0,"Bình Tân, Thành phố Hồ Chí Minh",False,Good
5.5,68.0,4.0,5.0,5.0,"Gò Vấp, Thành phố Hồ Chí Minh",False,
18.8,175.0,5.0,,7.0,"Bình Chánh, Thành phố Hồ Chí Minh",True,Good
5.8,45.0,2.0,2.0,2.0,"Gò Vấp, Thành phố Hồ Chí Minh",False,
12.5,75.0,6.0,4.0,5.0,"Gò Vấp, Thành phố Hồ Chí Minh",False,Good
3.15,40.0,,,,"Thủ Đức, Thành phố Hồ Chí Minh",False,Good
3.79,31.0,3.0,2.0,2.0,"Gò Vấp, Thành phố Hồ Chí Minh",False,Good
7.9,48.0,,3.0,4.0,"Phú Nhuận, Thành phố Hồ Chí Minh",False,Good
8.0,50.0,5.0,5.0,4.0,"Tân Bình, Thành phố Hồ Chí Minh",False,Good
9.9,60.0,7.0,5.0,6.0,"Gò Vấp, Thành phố Hồ Chí Minh",False,Good
8.6,88.0,3.0,3.0,3.0,Thành phố Hồ Chí Minh,False,Good
1.7,39.0,2.0,2.0,2.0,"Quận 7, Thành phố Hồ Chí Minh",False,Good
5.1,44.0,3.0,,,"Bình Tân, Thành phố Hồ Chí Minh",False,
4.0,40.0,2.0,3.0,2.0,"Quận 6, Thành phố Hồ Chí Minh",False,Good
8.2,52.0,3.0,4.0,4.0,"Phú Nhuận, Thành phố Hồ Chí Minh",False,
3.5,97.0,,,,"Thủ Đức, Thành phố Hồ Chí Minh",False,Good
3.6,100.0,,2.0,2.0,"Quận 12, Thành phố Hồ Chí Minh",True,Good
6.0,199.0,4.0,5.0,5.0,"Gò Vấp, Thành phố Hồ Chí Minh",True,Good
5.5,44.0,4.0,,,"Tân Bình, Thành phố Hồ Chí Minh",False,
12.9,84.0,3.0,6.0,4.0,"Quận 7, Thành phố Hồ Chí Minh",True,
2.7,15.0,4.0,2.0,2.0,"Tân Phú, Thành phố Hồ Chí Minh",False,Good
3.25,30.0,2.0,2.0,2.0,"Quận 9, Thành phố Hồ Chí Minh",False,Good
5.8,48.0,2.0,2.0,2.0,"Tân Bình, Thành phố Hồ Chí Minh",False,
4.3,44.0,4.0,3.0,3.0,"Gò Vấp, Thành phố Hồ Chí Minh",False,Good
8.6,95.0,3.0,3.0,3.0,"Gò Vấp, Thành phố Hồ Chí Minh",False,Good
9.8,104.0,5.0,4.0,5.0,"Thủ Đức, Thành phố Hồ Chí Minh",False,Good
3.9,49.0,3.0,3.0,2.0,"Gò Vấp, Thành phố Hồ Chí Minh",True,Good
18.5,54.0,6.0,11.0,11.0,"Quận 1, Thành phố Hồ Chí Minh",False,
3.0,1226.0,3.0,4.0,3.0,"Phú Nhuận, Thành phố Hồ Chí Minh",False,Good
24.0,40.0,2.0,2.0,3.0,"Bình Thạnh, Thành phố Hồ Chí Minh",False,
7.6,126.0,2.0,5.0,3.0,Thành phố Hồ Chí Minh,False,Good
7.0,100.0,1.0,6.0,,"Quận 7, Thành phố Hồ Chí Minh",False,Good
10.3,52.0,3.0,3.0,3.0,"Quận 1, Thành phố Hồ Chí Minh",False,
5.5,8.0,2.0,2.0,2.0,"Quận 9, Thành phố Hồ Chí Minh",True,Good
8.0,47.0,6.0,5.0,4.0,"Quận 10, Thành phố Hồ Chí Minh",False,Good
4.3,44.0,4.0,3.0,3.0,"Gò Vấp, Thành phố Hồ Chí Minh",False,Good
6.5,68.0,4.0,4.0,5.0,"Gò Vấp, Thành phố Hồ Chí Minh",False,Good
6.0,60.0,4.0,,,"Tân Phú, Thành phố Hồ Chí Minh",True,Good
3.9,26.0,3.0,2.0,2.0,"Tân Bình, Thành phố Hồ Chí Minh",True,Good
6.5,,4.0,,,"Tân Phú, Thành phố Hồ Chí Minh",False,Good
8.5,126.0,,,,"Thủ Đức, Thành phố Hồ Chí Minh",False,Good
8.7,80.0,6.0,12.0,13.0,"Gò Vấp, Thành phố Hồ Chí Minh",False,Good
1.85,48.0,2.0,2.0,2.0,"Quận 8, Thành phố Hồ Chí Minh",True,Good
11.9,60.0,3.0,4.0,4.0,"Quận 7, Thành phố Hồ Chí Minh",True,Good
4.6,65.0,4.0,4.0,5.0,"Quận 12, Thành phố Hồ Chí Minh",False,Good
14.0,83.0,3.0,3.0,4.0,"Phú Nhuận, Thành phố Hồ Chí Minh",False,Good
8.3,49.0,5.0,5.0,4.0,"Tân Bình, Thành phố Hồ Chí Minh",True,Good
4.95,38.0,6.0,3.0,3.0,"Bình Thạnh, Thành phố Hồ Chí Minh",True,
5.8,50.0,4.0,3.0,3.0,"Gò Vấp, Thành phố Hồ Chí Minh",True,Good
4.35,35.0,3.0,2.0,2.0,"Gò Vấp, Thành phố Hồ Chí Minh",True,Good
4.2,50.0,3.0,2.0,2.0,"Gò Vấp, Thành phố Hồ Chí Minh",False,
5.1,44.0,3.0,,,"Bình Tân, Thành phố Hồ Chí Minh",False,
10.2,102.0,5.0,8.0,3.0,"Bình Tân, Thành phố Hồ Chí Minh",False,
12.6,75.0,6.0,4.0,5.0,"Gò Vấp, Thành phố Hồ Chí Minh",False,Good
2.2,21.0,4.0,3.0,3.0,"Tân Bình, Thành phố Hồ Chí Minh",False,Good
5.3,32.0,3.0,3.0,3.0,"Tân Bình, Thành phố Hồ Chí Minh",False,Good
3.0,125.0,,2.0,1.0,"Thủ Đức, Thành phố Hồ Chí Minh",False,Good
4.9,60.0,3.0,3.0,3.0,"Quận 7, Thành phố Hồ Chí Minh",True,
6.5,43.0,3.0,4.0,3.0,"Tân Phú, Thành phố Hồ Chí Minh",False,Good
19.0,5.0,6.0,,,"Bình Thạnh, Thành phố Hồ Chí Minh",False,Good
2.9,47.0,,2.0,,"Thủ Đức, Thành phố Hồ Chí Minh",False,Good
5.4,72.0,2.0,3.0,3.0,"Gò Vấp, Thành phố Hồ Chí Minh",False,Good
1.96,57.0,2.0,3.0,3.0,"Thủ Đức, Thành phố Hồ Chí Minh",False,
4.93,49.0,3.0,3.0,2.0,"Gò Vấp, Thành phố Hồ Chí Minh",False,Good
8.0,55.0,3.0,5.0,,"Quận 5, Thành phố Hồ Chí Minh",False,Good
6.8,56.0,2.0,4.0,5.0,"Bình Thạnh, Thành phố Hồ Chí Minh",False,
6.5,64.0,,3.0,3.0,"Bình Tân, Thành phố Hồ Chí Minh",True,
8.9,85.0,4.0,3.0,3.0,"Gò Vấp, Thành phố Hồ Chí Minh",False,
4.8,80.0,3.0,3.0,4.0,"Quận 12, Thành phố Hồ Chí Minh",False,Good
9.4,60.0,3.0,4.0,4.0,"Bình Thạnh, Thành phố Hồ Chí Minh",False,
8.3,5.0,5.0,4.0,5.0,"Thủ Đức, Thành phố Hồ Chí Minh",True,Good
5.5,64.0,2.0,3.0,2.0,"Tân Bình, Thành phố Hồ Chí Minh",False,Good
8.6,88.0,3.0,3.0,3.0,Thành phố Hồ Chí Minh,False,Good
4.65,45.0,2.0,2.0,2.0,"Gò Vấp, Thành phố Hồ Chí Minh",False,Good
3.35,30.0,3.0,2.0,,Thành phố Hồ Chí Minh,True,
22.5,200.0,3.0,4.0,4.0,"Quận 9, Thành phố Hồ Chí Minh",True,
5.5,31.0,3.0,3.0,3.0,"Gò Vấp, Thành phố Hồ Chí Minh",True,
14.5,130.0,2.0,3.0,4.0,Thành phố Hồ Chí Minh,False,
30.0,115.0,4.0,10.0,12.0,"Quận 1, Thành phố Hồ Chí Minh",False,Good
5.5,50.0,6.0,4.0,5.0,"Gò Vấp, Thành phố Hồ Chí Minh",False,
7.5,64.0,2.0,2.0,2.0,"Gò Vấp, Thành phố Hồ Chí Minh",True,Good
24.0,40.0,2.0,2.0,3.0,"Bình Thạnh, Thành phố Hồ Chí Minh",True,
2.95,33.0,3.0,,2.0,"Quận 11, Thành phố Hồ Chí Minh",True,Good
4.8,110.0,3.0,3.0,3.0,"Quận 12, Thành phố Hồ Chí Minh",True,Good
6.0,199.0,4.0,5.0,5.0,"Gò Vấp, Thành phố Hồ Chí Minh",True,Good
5.0,65.0,3.0,3.0,,"Tân Phú, Thành phố Hồ Chí Minh",False,Good
1.75,48.0,2.0,2.0,2.0,"Quận 8, Thành phố Hồ Chí Minh",False,Good
5.4,38.0,3.0,3.0,3.0,"Phú Nhuận, Thành phố Hồ Chí Minh",False,
12.5,133.0,,,,"Bình Thạnh, Thành phố Hồ Chí Minh",False,Good
6.7,58.0,2.0,4.0,2.0,"Bình Thạnh, Thành phố Hồ Chí Minh",False,
4.98,42.0,3.0,2.0,2.0,"Gò Vấp, Thành phố Hồ Chí Minh",False,Good
4.05,40.0,2.0,2.0,2.0,"Gò Vấp, Thành phố Hồ Chí Minh",False,
8.7,58.0,4.0,4.0,5.0,"Phú Nhuận, Thành phố Hồ Chí Minh",False,
5.3,48.0,3.0,3.0,3.0,"Gò Vấp, Thành phố Hồ Chí Minh",True,Good
4.2,50.0,3.0,2.0,2.0,"Gò Vấp, Thành phố Hồ Chí Minh",False,
2.9,30.0,3.0,2.0,,"Tân Bình, Thành phố Hồ Chí Minh",False,Good
1.85,42.0,2.0,2.0,2.0,"Bình Thạnh, Thành phố Hồ Chí Minh",False,
2.8,52.0,3.0,3.0,3.0,"Quận 2, Thành phố Hồ Chí Minh",True,Good
9.8,59.0,3.0,9.0,7.0,"Tân Bình, Thành phố Hồ Chí Minh",False,
3.05,,4.0,,,"Tân Bình, Thành phố Hồ Chí Minh",False,
12.7,75.0,6.0,4.0,5.0,"Gò Vấp, Thành phố Hồ Chí Minh",False,Good
3.15,44.0,2.0,3.0,2.0,"Thủ Đức, Thành phố Hồ Chí Minh",True,Good
72.0,142.0,,,,"Quận 1, Thành phố Hồ Chí Minh",True,
5.6,43.0,3.0,4.0,3.0,"Tân Phú, Thành phố Hồ Chí Minh",False,Good
13.5,67.0,2.0,3.0,3.0,"Quận 10, Thành phố Hồ Chí Minh",False,Good
23.0,140.0,1.0,1.0,1.0,"Quận 7, Thành phố Hồ Chí Minh",True,Good
3.0,30.0,2.0,,,"Bình Tân, Thành phố Hồ Chí Minh",False,
5.8,42.0,2.0,2.0,2.0,"Phú Nhuận, Thành phố Hồ Chí Minh",False,Good
5.8,50.0,2.0,3.0,2.0,"Gò Vấp, Thành phố Hồ Chí Minh",False,
1.65,48.0,2.0,2.0,2.0,"Bình Tân, Thành phố Hồ Chí Minh",True,Good
4.2,64.0,,2.0,1.0,"Bình Tân, Thành phố Hồ Chí Minh",True,Good
31.0,115.0,5.0,10.0,6.0,"Quận 10, Thành phố Hồ Chí Minh",True,Good
2.2,160.0,,2.0,2.0,"Quận 12, Thành phố Hồ Chí Minh",False,Good
8.0,90.0,4.0,3.0,3.0,"Gò Vấp, Thành phố Hồ Chí Minh",True,Good
6.3,93.0,,5.0,5.0,"Quận 7, Thành phố Hồ Chí Minh",False,Good
4.5,92.0,,3.0,2.0,"Tân Phú, Thành phố Hồ Chí Minh",False,Good
8.0,56.0,5.0,4.0,3.0,"Gò Vấp, Thành phố Hồ Chí Minh",False,
3.25,52.0,1.0,2.0,1.0,"Bình Tân, Thành phố Hồ Chí Minh",False,Good
0.47,50.0,2.0,2.0,,Thành phố Hồ Chí Minh,False,Good
1.63,55.0,,,,"Quận 10, Thành phố Hồ Chí Minh",False,Good
6.5,50.0,5.0,4.0,,"Quận 10, Thành phố Hồ Chí Minh",False,
8.0,45.0,5.0,4.0,5.0,"Quận 10, Thành phố Hồ Chí Minh",False,Good
3.9,53.0,,2.0,2.0,"Gò Vấp, Thành phố Hồ Chí Minh",False,Good
6.0,59.0,,4.0,5.0,"Bình Tân, Thành phố Hồ Chí Minh",True,
24.0,94.0,5.0,12.0,3.0,"Quận 1, Thành phố Hồ Chí Minh",False,Good
5.4,31.0,4.0,,,Thành phố Hồ Chí Minh,False,
3.2,30.0,3.0,,,"Gò Vấp, Thành phố Hồ Chí Minh",False,
69.0,50.0,4.0,8.0,5.0,"Nhà Bè, Thành phố Hồ Chí Minh",True,Good
7.9,78.0,3.0,3.0,3.0,"Gò Vấp, Thành phố Hồ Chí Minh",False,
15.5,96.0,4.0,5.0,6.0,"Tân Bình, Thành phố Hồ Chí Minh",False,
5.5,30.0,4.0,4.0,,"Quận 10, Thành phố Hồ Chí Minh",False,Good
5.95,48.0,6.0,5.0,5.0,"Tân Phú, Thành phố Hồ Chí Minh",False,
5.3,56.0,3.0,3.0,3.0,"Tân Phú, Thành phố Hồ Chí Minh",False,
15.0,115.0,5.0,18.0,19.0,"Gò Vấp, Thành phố Hồ Chí Minh",False,
4.3,53.0,,1.0,1.0,"Tân Bình, Thành phố Hồ Chí Minh",True,
10.2,80.0,3.0,3.0,4.0,"Thủ Đức, Thành phố Hồ Chí Minh",True,Good
11.9,64.0,5.0,6.0,,"Quận 10, Thành phố Hồ Chí Minh",False,
12.7,75.0,6.0,4.0,5.0,"Gò Vấp, Thành phố Hồ Chí Minh",False,Good
5.5,44.0,4.0,,,"Tân Bình, Thành phố Hồ Chí Minh",False,
1.91,2.0,2.0,2.0,2.0,"Bình Thạnh, Thành phố Hồ Chí Minh",False,Good
6.5,28.0,6.0,2.0,,"Bình Thạnh, Thành phố Hồ Chí Minh",True,
3.3,23.0,3.0,2.0,2.0,"Phú Nhuận, Thành phố Hồ Chí Minh",True,Good
4.8,110.0,3.0,3.0,3.0,"Quận 12, Thành phố Hồ Chí Minh",True,Good
5.5,60.0,3.0,4.0,,"Bình Tân, Thành phố Hồ Chí Minh",False,
4.3,35.0,2.0,2.0,2.0,"Gò Vấp, Thành phố Hồ Chí Minh",True,
9.15,91.0,,,,"Bình Thạnh, Thành phố Hồ Chí Minh",False,Good
4.98,42.0,3.0,2.0,2.0,"Gò Vấp, Thành phố Hồ Chí Minh",False,Good
5.99,28.0,7.0,,,"Quận 10, Thành phố Hồ Chí Minh",False,
5.2,60.0,3.0,3.0,2.0,"Gò Vấp, Thành phố Hồ Chí Minh",True,Good
14.5,108.0,,2.0,3.0,"Quận 7, Thành phố Hồ Chí Minh",True,
9.3,51.0,5.0,4.0,3.0,"Tân Bình, Thành phố Hồ Chí Minh",False,Good
5.4,68.0,2.0,4.0,4.0,"Gò Vấp, Thành phố Hồ Chí Minh",False,
9.85,72.0,6.0,4.0,5.0,"Gò Vấp, Thành phố Hồ Chí Minh",False,Good
4.0,52.0,,,,"Gò Vấp, Thành phố Hồ Chí Minh",False,
19.0,102.0,,,,Thành phố Hồ Chí Minh,True,
3.4,30.0,2.0,,,"Thủ Đức, Thành phố Hồ Chí Minh",False,Good
5.9,42.0,3.0,3.0,4.0,"Gò Vấp, Thành phố Hồ Chí Minh",False,
7.5,60.0,6.0,5.0,5.0,"Gò Vấp, Thành phố Hồ Chí Minh",False,Good
6.89,53.0,5.0,4.0,4.0,"Gò Vấp, Thành phố Hồ Chí Minh",False,Good
1.2,15.0,4.0,,,"Tân Bình, Thành phố Hồ Chí Minh",False,Good
3.3,54.0,2.0,8.0,,"Gò Vấp, Thành phố Hồ Chí Minh",False,
13.0,83.0,1.0,2.0,2.0,"Quận 7, Thành phố Hồ Chí Minh",True,
10.2,80.0,3.0,3.0,4.0,"Thủ Đức, Thành phố Hồ Chí Minh",True,Good
6.0,60.0,2.0,3.0,2.0,"Gò Vấp, Thành phố Hồ Chí Minh",True,
3.0,48.0,,2.0,2.0,"Gò Vấp, Thành phố Hồ Chí Minh",False,Good
5.7,56.0,,3.0,3.0,"Bình Thạnh, Thành phố Hồ Chí Minh",False,Good
6.2,80.0,3.0,3.0,4.0,"Gò Vấp, Thành phố Hồ Chí Minh",False,Good
