Price,Area,Floor,Bedroom,Restroom,Address,Roadfrontage,Legal
0.525,40.0,2.0,2.0,2.0,Thành phố Hồ Chí Minh,True,Good
7.35,64.0,3.0,3.0,4.0,"Quận 7, Thành phố Hồ Chí Minh",False,
3.65,69.0,3.0,3.0,2.0,"Quận 12, Thành phố Hồ Chí Minh",False,Good
9.3,58.0,4.0,4.0,5.0,"Phú Nhuận, Thành phố Hồ Chí Minh",False,
5.0,118.0,2.0,4.0,3.0,"Thủ Đức, Thành phố Hồ Chí Minh",False,Good
3.6,61.0,2.0,3.0,2.0,"Quận 9, Thành phố Hồ Chí Minh",False,
0.46,15.0,,2.0,,Thành phố Hồ Chí Minh,True,Good
8.6,88.0,4.0,5.0,5.0,"Gò Vấp, Thành phố Hồ Chí Minh",True,
3980.0,34.0,3.0,5.0,4.0,"Phú Nhuận, Thành phố Hồ Chí Minh",False,Good
12.2,370.0,1.0,8.0,5.0,"Quận 7, Thành phố Hồ Chí Minh",False,Good
62.16,68.0,3.0,,,Thành phố Hồ Chí Minh,True,
7.3,60.0,3.0,2.0,2.0,"Bình Thạnh, Thành phố Hồ Chí Minh",True,
4.2,60.0,5.0,,,"Bình Tân, Thành phố Hồ Chí Minh",False,Good
5.55,68.0,,,,"Tân Phú, Thành phố Hồ Chí Minh",False,
4.55,22.0,2.0,2.0,2.0,"Bình Chánh, Thành phố Hồ Chí Minh",True,
12.5,230.0,,3.0,,"Tân Phú, Thành phố Hồ Chí Minh",False,Good
3.0,31.0,,2.0,2.0,"Tân Phú, Thành phố Hồ Chí Minh",False,
7.5,72.0,4.0,7.0,5.0,"Tân Bình, Thành phố Hồ Chí Minh",False,
9.6,42.0,5.0,6.0,7.0,"Quận 10, Thành phố Hồ Chí Minh",False,Good
2.5,36.0,,2.0,1.0,"Gò Vấp, Thành phố Hồ Chí Minh",True,Good
10.5,62.0,,,,"Quận 3, Thành phố Hồ Chí Minh",False,Good
4.9,54.0,3.0,4.0,3.0,"Quận 9, Thành phố Hồ Chí Minh",False,Good
5700.0,64.0,3.0,4.0,3.0,Thành phố Hồ Chí Minh,True,
4.7,90.0,,2.0,2.0,"Quận 12, Thành phố Hồ Chí Minh",True,Good
7.0,45.0,4.0,5.0,5.0,"Quận 3, Thành phố Hồ Chí Minh",False,Good
1.73,5.0,,2.0,2.0,"Gò Vấp, Thành phố Hồ Chí Minh",False,Good
6.8,74.0,3.0,,3.0,"Bình Thạnh, Thành phố Hồ Chí Minh",False,Good
6.9,98.0,1.0,,,"Bình Chánh, Thành phố Hồ Chí Minh",False,Good
3.5,42.0,2.0,2.0,,"Tân Bình, Thành phố Hồ Chí Minh",False,Good
2.5,30.0,4.0,4.0,3.0,"Thủ Đức, Thành phố Hồ Chí Minh",False,Good
9.5,4.0,3.0,4.0,4.0,"Thủ Đức, Thành phố Hồ Chí Minh",False,
2.98,32.0,2.0,,,"Tân Phú, Thành phố Hồ Chí Minh",False,
5.5,67.0,,3.0,3.0,"Thủ Đức, Thành phố Hồ Chí Minh",True,
5.4,50.0,2.0,3.0,2.0,"Tân Phú, Thành phố Hồ Chí Minh",False,Good
8.5,63.0,4.0,4.0,5.0,"Phú Nhuận, Thành phố Hồ Chí Minh",False,Good
11.9,75.0,4.0,4.0,5.0,"Quận 9, Thành phố Hồ Chí Minh",True,Good
4.3,,2.0,2.0,,Thành phố Hồ Chí Minh,False,Good
6.5,52.0,4.0,5.0,5.0,"Bình Thạnh, Thành phố Hồ Chí Minh",True,Good
3.0,65.0,,2.0,,"Bình Tân, Thành phố Hồ Chí Minh",False,Good
1.75,4.0,2.0,2.0,2.0,"Tân Bình, Thành phố Hồ Chí Minh",False,Good
3.9,40.0,2.0,2.0,2.0,Thành phố Hồ Chí Minh,False,Good
5.35,80.0,,2.0,2.0,"Quận 12, Thành phố Hồ Chí Minh",True,Good
17.9,120.0,7.0,21.0,22.0,"Bình Thạnh, Thành phố Hồ Chí Minh",False,Good
2.0,39.0,3.0,2.0,1.0,"Quận 10, Thành phố Hồ Chí Minh",True,Good
5.0,200.0,4.0,5.0,6.0,"Gò Vấp, Thành phố Hồ Chí Minh",True,Good
23.0,100.0,4.0,5.0,6.0,"Quận 7, Thành phố Hồ Chí Minh",True,Good
12.2,370.0,1.0,8.0,5.0,"Quận 7, Thành phố Hồ Chí Minh",False,Good
185.0,347.0,12.0,,8.0,"Tân Bình, Thành phố Hồ Chí Minh",False,Good
1.8,2.0,2.0,2.0,2.0,"Quận 8, Thành phố Hồ Chí Minh",False,Good
5.0,80.0,,,,"Bình Tân, Thành phố Hồ Chí Minh",False,
19.0,250.0,1.0,,,"Thủ Đức, Thành phố Hồ Chí Minh",True,Good
12.0,76.0,2.0,,,"Bình Tân, Thành phố Hồ Chí Minh",True,
6.2,38.0,3.0,3.0,3.0,"Quận 3, Thành phố Hồ Chí Minh",False,
6.7,140.0,1.0,3.0,1.0,"Quận 7, Thành phố Hồ Chí Minh",False,Good
13.5,140.0,1.0,4.0,4.0,"Bình Thạnh, Thành phố Hồ Chí Minh",True,
7.5,1000.0,,1.0,3.0,"Nhà Bè, Thành phố Hồ Chí Minh",False,Good
4.5,56.0,3.0,3.0,2.0,"Gò Vấp, Thành phố Hồ Chí Minh",False,Good
6.3,77.0,3.0,2.0,,"Thủ Đức, Thành phố Hồ Chí Minh",True,
8.2,46.0,,4.0,4.0,"Bình Thạnh, Thành phố Hồ Chí Minh",False,
6.85,49.0,2.0,3.0,2.0,"Bình Thạnh, Thành phố Hồ Chí Minh",True,Good
10.0,91.0,3.0,3.0,2.0,"Gò Vấp, Thành phố Hồ Chí Minh",True,Good
4.85,35.0,4.0,3.0,3.0,"Gò Vấp, Thành phố Hồ Chí Minh",True,Good
1500.0,65.0,3.0,3.0,3.0,"Phú Nhuận, Thành phố Hồ Chí Minh",False,Good
1.7,39.0,,2.0,2.0,"Quận 7, Thành phố Hồ Chí Minh",False,
3.95,33.0,2.0,2.0,2.0,"Tân Bình, Thành phố Hồ Chí Minh",True,Good
12.0,50.0,7.0,7.0,4.0,"Quận 10, Thành phố Hồ Chí Minh",False,Good
2.85,40.0,1.0,1.0,1.0,"Quận 12, Thành phố Hồ Chí Minh",False,Good
6.2,72.0,2.0,,,"Tân Phú, Thành phố Hồ Chí Minh",False,
2.9,42.0,3.0,5.0,2.0,"Gò Vấp, Thành phố Hồ Chí Minh",True,Good
5.0,53.0,3.0,3.0,3.0,"Tân Bình, Thành phố Hồ Chí Minh",False,Good
5.3,54.0,,2.0,2.0,"Gò Vấp, Thành phố Hồ Chí Minh",True,Good
6.5,99.0,2.0,3.0,,"Bình Thạnh, Thành phố Hồ Chí Minh",False,Good
16.0,215.0,3.0,7.0,5.0,"Thủ Đức, Thành phố Hồ Chí Minh",True,Good
10.7,76.0,3.0,2.0,2.0,"Gò Vấp, Thành phố Hồ Chí Minh",True,Good
6.3,49.0,2.0,3.0,3.0,"Phú Nhuận, Thành phố Hồ Chí Minh",False,
5.0,50.0,4.0,,,"Tân Bình, Thành phố Hồ Chí Minh",True,
39.0,150.0,5.0,8.0,8.0,"Phú Nhuận, Thành phố Hồ Chí Minh",True,
3.4,110.0,,,3.0,"Bình Tân, Thành phố Hồ Chí Minh",False,Good
5.25,76.0,2.0,3.0,2.0,"Tân Bình, Thành phố Hồ Chí Minh",True,Good
5.8,52.0,3.0,3.0,3.0,"Gò Vấp, Thành phố Hồ Chí Minh",True,
11.8,76.0,,4.0,5.0,"Tân Bình, Thành phố Hồ Chí Minh",True,Good
1.55,33.0,,2.0,2.0,"Gò Vấp, Thành phố Hồ Chí Minh",False,Good
4.5,30.0,4.0,,,"Quận 11, Thành phố Hồ Chí Minh",False,
3.0,65.0,1.0,,,"Quận 2, Thành phố Hồ Chí Minh",False,Good
6.9,72.0,4.0,3.0,3.0,"Gò Vấp, Thành phố Hồ Chí Minh",True,
4.9,28.0,6.0,3.0,4.0,"Phú Nhuận, Thành phố Hồ Chí Minh",False,Good
6.5,100.0,2.0,2.0,2.0,"Gò Vấp, Thành phố Hồ Chí Minh",False,Good
5.49,60.0,3.0,4.0,5.0,"Quận 8, Thành phố Hồ Chí Minh",True,Good
1.7,6.0,2.0,2.0,2.0,"Quận 8, Thành phố Hồ Chí Minh",False,Good
8.2,100.0,1.0,3.0,3.0,"Quận 7, Thành phố Hồ Chí Minh",True,Good
4.85,45.0,,3.0,3.0,"Phú Nhuận, Thành phố Hồ Chí Minh",False,Good
4.8,67.0,4.0,5.0,3.0,"Thủ Đức, Thành phố Hồ Chí Minh",False,Good
9.5,97.0,6.0,5.0,5.0,"Bình Thạnh, Thành phố Hồ Chí Minh",False,Good
5.9,52.0,3.0,4.0,4.0,"Tân Phú, Thành phố Hồ Chí Minh",False,
4.7,30.0,,2.0,2.0,"Phú Nhuận, Thành phố Hồ Chí Minh",True,Good
7.0,128.0,4.0,7.0,,Thành phố Hồ Chí Minh,True,Good
12.8,82.0,4.0,3.0,4.0,"Quận 7, Thành phố Hồ Chí Minh",True,Good
6.3,77.0,3.0,2.0,,"Thủ Đức, Thành phố Hồ Chí Minh",True,
6.6,64.0,1.0,,,"Bình Tân, Thành phố Hồ Chí Minh",False,
1.65,48.0,3.0,2.0,2.0,"Quận 8, Thành phố Hồ Chí Minh",True,Good
8.5,63.0,4.0,4.0,5.0,"Phú Nhuận, Thành phố Hồ Chí Minh",False,Good
9.0,,5.0,,,"Quận 11, Thành phố Hồ Chí Minh",True,
4.7,43.0,4.0,3.0,3.0,"Gò Vấp, Thành phố Hồ Chí Minh",False,Good
10.0,54.0,3.0,5.0,5.0,"Quận 1, Thành phố Hồ Chí Minh",True,Good
0.62,44.0,2.0,2.0,2.0,Thành phố Hồ Chí Minh,False,Good
185.0,347.0,12.0,,8.0,"Tân Bình, Thành phố Hồ Chí Minh",False,Good
12.0,78.0,2.0,3.0,3.0,"Bình Thạnh, Thành phố Hồ Chí Minh",False,Good
4.05,40.0,,1.0,1.0,"Gò Vấp, Thành phố Hồ Chí Minh",False,
35.0,80.0,,,,"Quận 1, Thành phố Hồ Chí Minh",True,Good
2.45,70.0,3.0,2.0,2.0,"Quận 7, Thành phố Hồ Chí Minh",True,
3.95,60.0,3.0,2.0,2.0,"Bình Tân, Thành phố Hồ Chí Minh",False,Good
7.2,38.0,,4.0,5.0,"Quận 3, Thành phố Hồ Chí Minh",False,
14.0,128.0,4.0,3.0,3.0,"Gò Vấp, Thành phố Hồ Chí Minh",True,Good
4.75,49.0,,1.0,1.0,"Bình Thạnh, Thành phố Hồ Chí Minh",False,
8.7,60.0,3.0,3.0,3.0,"Bình Thạnh, Thành phố Hồ Chí Minh",False,
7.0,60.0,,,,"Tân Bình, Thành phố Hồ Chí Minh",False,Good
5.4,38.0,3.0,3.0,3.0,"Bình Thạnh, Thành phố Hồ Chí Minh",False,
5.2,60.0,1.0,2.0,1.0,"Gò Vấp, Thành phố Hồ Chí Minh",False,Good
4350000000.0,35.0,3.0,4.0,3.0,"Tân Bình, Thành phố Hồ Chí Minh",False,Good
11.0,115.0,6.0,12.0,12.0,"Thủ Đức, Thành phố Hồ Chí Minh",True,
3.0,40.0,3.0,2.0,,"Tân Bình, Thành phố Hồ Chí Minh",False,Good
0.695,50.0,5.0,6.0,4.0,Thành phố Hồ Chí Minh,False,Good
8.4,36.0,2.0,2.0,2.0,"Quận 10, Thành phố Hồ Chí Minh",False,
5.8,100.0,,,,"Tân Bình, Thành phố Hồ Chí Minh",False,Good
7.8,75.0,,,,Thành phố Hồ Chí Minh,False,
8.0,110.0,,,,"Thủ Đức, Thành phố Hồ Chí Minh",True,
4.0,80.0,4.0,8.0,5.0,"Quận 12, Thành phố Hồ Chí Minh",True,Good
9.9,65.0,1.0,2.0,,"Quận 10, Thành phố Hồ Chí Minh",False,Good
5.7,66.0,2.0,3.0,2.0,"Thủ Đức, Thành phố Hồ Chí Minh",False,Good
3.5,52.0,,1.0,1.0,"Quận 12, Thành phố Hồ Chí Minh",False,Good
2.43,8.0,2.0,2.0,2.0,"Quận 7, Thành phố Hồ Chí Minh",False,Good
3.1,75.0,2.0,3.0,,"Bình Tân, Thành phố Hồ Chí Minh",False,Good
6.6,87.0,6.0,6.0,,"Tân Phú, Thành phố Hồ Chí Minh",False,Good
10.3,76.0,6.0,4.0,5.0,"Gò Vấp, Thành phố Hồ Chí Minh",True,Good
5.0,70.0,2.0,4.0,4.0,"Bình Chánh, Thành phố Hồ Chí Minh",False,Good
9.6,110.0,5.0,5.0,4.0,"Bình Thạnh, Thành phố Hồ Chí Minh",True,Good
4.98,44.0,2.0,2.0,3.0,"Gò Vấp, Thành phố Hồ Chí Minh",False,
3.7,56.0,1.0,1.0,1.0,"Quận 12, Thành phố Hồ Chí Minh",False,Good
8.9,52.0,4.0,4.0,3.0,"Bình Thạnh, Thành phố Hồ Chí Minh",False,
0.5,50.0,3.0,3.0,3.0,Thành phố Hồ Chí Minh,False,
1.72,40.0,2.0,2.0,2.0,"Quận 8, Thành phố Hồ Chí Minh",False,Good
8.2,52.0,3.0,4.0,4.0,"Phú Nhuận, Thành phố Hồ Chí Minh",False,
6.0,48.0,3.0,4.0,1.0,"Quận 12, Thành phố Hồ Chí Minh",False,Good
1.75,48.0,2.0,2.0,2.0,"Quận 8, Thành phố Hồ Chí Minh",True,Good
3.3,35.0,4.0,8.0,5.0,"Tân Bình, Thành phố Hồ Chí Minh",False,Good
7.5,84.0,2.0,,,"Bình Tân, Thành phố Hồ Chí Minh",False,
7.6,80.0,3.0,3.0,4.0,"Tân Phú, Thành phố Hồ Chí Minh",True,Good
3.0,50.0,3.0,,2.0,"Thủ Đức, Thành phố Hồ Chí Minh",False,Good
5.0,60.0,3.0,,8.0,"Gò Vấp, Thành phố Hồ Chí Minh",False,
5.2,44.0,2.0,2.0,2.0,"Quận 10, Thành phố Hồ Chí Minh",False,Good
4.65,56.0,,,,"Bình Tân, Thành phố Hồ Chí Minh",False,
6.3,60.0,3.0,3.0,3.0,"Thủ Đức, Thành phố Hồ Chí Minh",True,Good
5.5,64.0,,,,"Quận 6, Thành phố Hồ Chí Minh",False,
4.7,43.0,3.0,,3.0,"Gò Vấp, Thành phố Hồ Chí Minh",False,Good
4.2,42.0,4.0,3.0,3.0,"Gò Vấp, Thành phố Hồ Chí Minh",False,
7.5,60.0,4.0,9.0,,"Tân Phú, Thành phố Hồ Chí Minh",False,Good
14.0,3.0,,,,"Quận 6, Thành phố Hồ Chí Minh",True,
6750000000.0,120.0,3.0,3.0,3.0,"Phú Nhuận, Thành phố Hồ Chí Minh",False,
4.2,40.0,3.0,5.0,3.0,"Gò Vấp, Thành phố Hồ Chí Minh",False,
8.0,70.0,6.0,4.0,5.0,"Gò Vấp, Thành phố Hồ Chí Minh",False,Good
10.0,85.0,3.0,5.0,,"Tân Bình, Thành phố Hồ Chí Minh",True,Good
4.85,7.0,,2.0,2.0,"Bình Chánh, Thành phố Hồ Chí Minh",False,
4.95,44.0,2.0,3.0,2.0,"Tân Phú, Thành phố Hồ Chí Minh",True,
9.7,230.0,4.0,11.0,11.0,"Quận 7, Thành phố Hồ Chí Minh",True,Good
10.5,99.0,,2.0,2.0,"Tân Bình, Thành phố Hồ Chí Minh",True,Good
6.3,100.0,3.0,4.0,,"Bình Tân, Thành phố Hồ Chí Minh",False,
1.65,36.0,,2.0,2.0,"Quận 8, Thành phố Hồ Chí Minh",False,Good
5.9,85.0,3.0,2.0,2.0,"Tân Bình, Thành phố Hồ Chí Minh",True,Good
6.8,50.0,2.0,,2.0,"Phú Nhuận, Thành phố Hồ Chí Minh",True,Good
3.0,6.0,1.0,,,"Bình Tân, Thành phố Hồ Chí Minh",True,
4.05,40.0,2.0,2.0,,"Gò Vấp, Thành phố Hồ Chí Minh",False,
135.0,518.0,3.0,,28.0,"Thủ Đức, Thành phố Hồ Chí Minh",True,Good
1.7,42.0,2.0,2.0,2.0,"Gò Vấp, Thành phố Hồ Chí Minh",False,Good
4.1,120.0,2.0,,,"Bình Tân, Thành phố Hồ Chí Minh",False,Good
9.0,72.0,4.0,6.0,6.0,"Quận 6, Thành phố Hồ Chí Minh",True,Good
5.5,26.0,3.0,2.0,4.0,"Phú Nhuận, Thành phố Hồ Chí Minh",False,Good
3.3,32.0,4.0,8.0,3.0,"Bình Tân, Thành phố Hồ Chí Minh",False,Good
11.2,115.0,4.0,14.0,8.0,"Tân Bình, Thành phố Hồ Chí Minh",False,Good
5.4,36.0,5.0,4.0,4.0,"Gò Vấp, Thành phố Hồ Chí Minh",False,Good
8.7,80.0,3.0,2.0,2.0,"Quận 12, Thành phố Hồ Chí Minh",True,Good
1.7,5.0,2.0,2.0,2.0,"Tân Phú, Thành phố Hồ Chí Minh",False,Good
4.8,49.0,,4.0,3.0,Thành phố Hồ Chí Minh,True,
5.25,98.0,,,,"Tân Bình, Thành phố Hồ Chí Minh",False,Good
9100000.0,50.0,5.0,5.0,6.0,"Quận 8, Thành phố Hồ Chí Minh",True,
5.65,91.0,,3.0,2.0,"Gò Vấp, Thành phố Hồ Chí Minh",False,
20.5,250.0,4.0,,,"Nhà Bè, Thành phố Hồ Chí Minh",True,
8.5,64.0,5.0,6.0,4.0,"Quận 11, Thành phố Hồ Chí Minh",False,
8.4,60.0,3.0,4.0,5.0,"Tân Bình, Thành phố Hồ Chí Minh",False,
0.75,64.0,4.0,4.0,4.0,Thành phố Hồ Chí Minh,False,Good
2.6,25.0,3.0,2.0,,"Bình Thạnh, Thành phố Hồ Chí Minh",False,Good
17500.0,90.0,,,,"Quận 9, Thành phố Hồ Chí Minh",True,Good
4.95,44.0,2.0,3.0,2.0,"Tân Phú, Thành phố Hồ Chí Minh",True,
5.5,56.0,3.0,3.0,3.0,"Bình Tân, Thành phố Hồ Chí Minh",False,Good
7.5,62.0,3.0,4.0,4.0,"Tân Phú, Thành phố Hồ Chí Minh",False,Good
7.5,84.0,2.0,,,"Bình Tân, Thành phố Hồ Chí Minh",False,
11.8,51.0,8.0,,,"Quận 10, Thành phố Hồ Chí Minh",True,Good
9.8,36.0,6.0,4.0,4.0,"Quận 4, Thành phố Hồ Chí Minh",True,Good
0.75,75.0,3.0,,,"Hóc Môn, Thành phố Hồ Chí Minh",True,Good
11.8,71.0,6.0,5.0,5.0,"Quận 10, Thành phố Hồ Chí Minh",False,
39.0,280.0,7.0,15.0,16.0,"Gò Vấp, Thành phố Hồ Chí Minh",True,
3.0,68.0,,2.0,,"Thủ Đức, Thành phố Hồ Chí Minh",True,Good
3.9,80.0,,8.0,5.0,"Quận 9, Thành phố Hồ Chí Minh",False,
8.3,97.0,2.0,3.0,,"Thủ Đức, Thành phố Hồ Chí Minh",False,Good
8.0,90.0,3.0,5.0,3.0,"Quận 7, Thành phố Hồ Chí Minh",False,Good
14.0,3.0,,,,"Quận 6, Thành phố Hồ Chí Minh",True,
26.0,330.0,4.0,6.0,7.0,"Quận 7, Thành phố Hồ Chí Minh",True,
8.0,125.0,3.0,,,"Quận 9, Thành phố Hồ Chí Minh",True,Good
3.0,50.0,2.0,,8.0,"Gò Vấp, Thành phố Hồ Chí Minh",True,Good
4.5,90.0,4.0,8.0,2.0,"Quận 12, Thành phố Hồ Chí Minh",False,Good
2.95,1.0,4.0,2.0,3.0,"Bình Thạnh, Thành phố Hồ Chí Minh",False,Good
6.9,,5.0,4.0,,"Tân Phú, Thành phố Hồ Chí Minh",False,
5.9,41.0,3.0,3.0,3.0,"Gò Vấp, Thành phố Hồ Chí Minh",False,
10.99,79.0,6.0,5.0,16.0,"Gò Vấp, Thành phố Hồ Chí Minh",False,Good
3.25,52.0,3.0,3.0,,Thành phố Hồ Chí Minh,True,Good
7.9,40.0,3.0,4.0,4.0,"Quận 5, Thành phố Hồ Chí Minh",False,Good
4.9,52.0,4.0,2.0,,"Bình Tân, Thành phố Hồ Chí Minh",False,Good
5.8,49.0,2.0,3.0,3.0,"Phú Nhuận, Thành phố Hồ Chí Minh",False,
3.59,56.0,4.0,3.0,3.0,"Quận 9, Thành phố Hồ Chí Minh",True,Good
3.0,100.0,,,2.0,"Thủ Đức, Thành phố Hồ Chí Minh",False,Good
5.9,34.0,2.0,2.0,2.0,"Bình Thạnh, Thành phố Hồ Chí Minh",False,
7.58,63.0,3.0,4.0,3.0,"Gò Vấp, Thành phố Hồ Chí Minh",False,Good
0.455,90.0,1.0,2.0,1.0,"Hóc Môn, Thành phố Hồ Chí Minh",True,Good
24.0,320.0,,,,"Bình Thạnh, Thành phố Hồ Chí Minh",True,Good
6.5,90.0,,4.0,3.0,"Bình Tân, Thành phố Hồ Chí Minh",True,Good
1.25,5000.0,13.0,,,"Quận 1, Thành phố Hồ Chí Minh",True,Good
3.15,32.0,2.0,2.0,1.0,"Bình Chánh, Thành phố Hồ Chí Minh",False,Good
1.9,5.0,2.0,2.0,2.0,"Quận 8, Thành phố Hồ Chí Minh",False,Good
14.6,60.0,4.0,4.0,5.0,"Phú Nhuận, Thành phố Hồ Chí Minh",False,Good
7.8,75.0,,,,Thành phố Hồ Chí Minh,False,
15.5,84.0,5.0,20.0,20.0,"Quận 10, Thành phố Hồ Chí Minh",False,Good
8.5,64.0,5.0,6.0,4.0,"Quận 11, Thành phố Hồ Chí Minh",True,
6.4,48.0,,3.0,4.0,"Phú Nhuận, Thành phố Hồ Chí Minh",False,Good
5.8,64.0,3.0,2.0,2.0,"Thủ Đức, Thành phố Hồ Chí Minh",False,Good
12.3,100.0,3.0,3.0,2.0,"Quận 11, Thành phố Hồ Chí Minh",False,
2.9,41.0,1.0,1.0,1.0,"Quận 12, Thành phố Hồ Chí Minh",False,Good
3.55,47.0,2.0,1.0,2.0,"Quận 1, Thành phố Hồ Chí Minh",False,Good
8.2,58.0,3.0,4.0,4.0,"Bình Thạnh, Thành phố Hồ Chí Minh",False,
10.0,69.0,,5.0,,"Quận 3, Thành phố Hồ Chí Minh",False,Good
7.8,72.0,3.0,,,Thành phố Hồ Chí Minh,True,
70.0,90.0,4.0,,,"Quận 3, Thành phố Hồ Chí Minh",True,Good
3.45,71.0,2.0,2.0,1.0,"Quận 8, Thành phố Hồ Chí Minh",False,Good
6.5,25.0,5.0,5.0,4.0,"Quận 10, Thành phố Hồ Chí Minh",False,
4.85,64.0,1.0,,,"Bình Tân, Thành phố Hồ Chí Minh",False,
2.6,70.0,3.0,4.0,3.0,"Quận 8, Thành phố Hồ Chí Minh",False,Good
4.95,46.0,3.0,3.0,2.0,"Tân Phú, Thành phố Hồ Chí Minh",False,
10.2,100.0,3.0,2.0,3.0,"Tân Bình, Thành phố Hồ Chí Minh",False,
13.0,95.0,,13.0,13.0,"Bình Thạnh, Thành phố Hồ Chí Minh",True,
4.0,52.0,,,,"Gò Vấp, Thành phố Hồ Chí Minh",True,
4.6,82.0,1.0,3.0,3.0,"Thủ Đức, Thành phố Hồ Chí Minh",False,Good
3.0,60.0,4.0,4.0,,"Thủ Đức, Thành phố Hồ Chí Minh",False,Good
46.0,700.0,,3.0,2.0,"Bình Tân, Thành phố Hồ Chí Minh",True,Good
10.7,80.0,6.0,,,"Tân Bình, Thành phố Hồ Chí Minh",False,Good
5.5,36.0,5.0,4.0,3.0,"Tân Bình, Thành phố Hồ Chí Minh",False,
7.4,38.0,3.0,4.0,3.0,"Quận 10, Thành phố Hồ Chí Minh",False,Good
9.7,114.0,,4.0,2.0,"Quận 9, Thành phố Hồ Chí Minh",True,
4.7,48.0,3.0,4.0,4.0,"Bình Tân, Thành phố Hồ Chí Minh",False,Good
6.99,55.0,5.0,4.0,,"Quận 5, Thành phố Hồ Chí Minh",False,Good
1.6,33.0,2.0,2.0,,"Tân Phú, Thành phố Hồ Chí Minh",False,
4.5,40.0,2.0,2.0,2.0,"Gò Vấp, Thành phố Hồ Chí Minh",True,
8.2,184.0,3.0,4.0,4.0,"Quận 7, Thành phố Hồ Chí Minh",False,Good
34.0,71.0,6.0,,,"Quận 1, Thành phố Hồ Chí Minh",True,
7.9,39.0,4.0,4.0,,"Phú Nhuận, Thành phố Hồ Chí Minh",False,Good
3.0,80.0,5.0,4.0,8.0,"Gò Vấp, Thành phố Hồ Chí Minh",False,
4.2,36.0,3.0,,,"Bình Tân, Thành phố Hồ Chí Minh",False,
5.8,49.0,2.0,3.0,3.0,"Phú Nhuận, Thành phố Hồ Chí Minh",False,
5.4,42.0,2.0,3.0,3.0,"Gò Vấp, Thành phố Hồ Chí Minh",True,
11.5,60.0,5.0,6.0,8.0,"Gò Vấp, Thành phố Hồ Chí Minh",False,Good
7.8,90.0,1.0,,,"Quận 6, Thành phố Hồ Chí Minh",False,Good
3.6,33.0,,2.0,2.0,"Bình Thạnh, Thành phố Hồ Chí Minh",False,
214.5,55.0,3.0,2.0,2.0,"Quận 8, Thành phố Hồ Chí Minh",False,Good
4.8,49.0,4.0,4.0,3.0,"Tân Bình, Thành phố Hồ Chí Minh",False,Good
11.0,40.0,3.0,,,"Quận 11, Thành phố Hồ Chí Minh",False,Good
4.5,34.0,3.0,2.0,2.0,"Gò Vấp, Thành phố Hồ Chí Minh",False,Good
8.0,90.0,3.0,5.0,3.0,"Quận 7, Thành phố Hồ Chí Minh",False,Good
13.45,137.0,,,,"Bình Thạnh, Thành phố Hồ Chí Minh",False,Good
3.35,45.0,,2.0,2.0,"Quận 12, Thành phố Hồ Chí Minh",False,Good
4.6,48.0,2.0,2.0,2.0,"Gò Vấp, Thành phố Hồ Chí Minh",False,
26.8,200.0,4.0,5.0,5.0,"Thủ Đức, Thành phố Hồ Chí Minh",True,Good
3.8,9.0,1.0,3.0,2.0,"Bình Tân, Thành phố Hồ Chí Minh",True,Good
24.0,320.0,,,,"Bình Thạnh, Thành phố Hồ Chí Minh",True,Good
12.0,168.0,,,,"Gò Vấp, Thành phố Hồ Chí Minh",False,
2.8,25.0,3.0,2.0,2.0,"Bình Thạnh, Thành phố Hồ Chí Minh",False,Good
5.8,62.0,3.0,3.0,3.0,"Tân Phú, Thành phố Hồ Chí Minh",False,Good
1.9,48.0,2.0,2.0,2.0,"Quận 8, Thành phố Hồ Chí Minh",False,Good
38.0,80.0,6.0,,,"Quận 1, Thành phố Hồ Chí Minh",True,Good
9.5,63.0,4.0,4.0,5.0,"Phú Nhuận, Thành phố Hồ Chí Minh",True,Good
16.3,140.0,5.0,5.0,5.0,"Gò Vấp, Thành phố Hồ Chí Minh",True,
4.6,53.0,3.0,4.0,4.0,"Quận 9, Thành phố Hồ Chí Minh",False,Good
8.5,63.0,4.0,4.0,5.0,"Tân Bình, Thành phố Hồ Chí Minh",False,Good
10.0,110.0,6.0,8.0,,"Bình Tân, Thành phố Hồ Chí Minh",True,Good
12.5,90.0,6.0,4.0,4.0,"Gò Vấp, Thành phố Hồ Chí Minh",True,Good
5.0,58.0,1.0,2.0,1.0,"Quận 7, Thành phố Hồ Chí Minh",True,Good
8.2,45.0,3.0,5.0,,Thành phố Hồ Chí Minh,False,Good
6.15,64.0,3.0,4.0,,"Bình Tân, Thành phố Hồ Chí Minh",False,
2050000.0,42.0,,2.0,1.0,"Tân Bình, Thành phố Hồ Chí Minh",True,
5.8,36.0,3.0,5.0,3.0,"Tân Bình, Thành phố Hồ Chí Minh",False,
3.8,68.0,1.0,,,"Bình Tân, Thành phố Hồ Chí Minh",False,Good
5.0,15.0,3.0,3.0,,"Phú Nhuận, Thành phố Hồ Chí Minh",False,Good
3.5,100.0,,,,"Thủ Đức, Thành phố Hồ Chí Minh",False,Good
6.5,40.0,6.0,3.0,4.0,"Tân Bình, Thành phố Hồ Chí Minh",False,Good
12.3,5.0,7.0,5.0,,"Tân Phú, Thành phố Hồ Chí Minh",True,
6.6,42.0,2.0,3.0,2.0,"Quận 5, Thành phố Hồ Chí Minh",True,Good
7.2,60.0,5.0,5.0,,Thành phố Hồ Chí Minh,False,Good
